"","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample20","Sample6","Sample63","Sample7","Sample8","Sample9"
"Cfl2",725.505,754.239,433.306,760.203,448.598,623.807,571.8,490.418,928.732,479.804,641.108,586.931,686.308,392.044,435.091
"Cfp",56.979,45.409,25.987,11.489,70.846,14.333,31.43,25.806,20.401,23.912,37.571,20.298,41.177,29.901,16.966
"Cggbp1",902.666,809.143,652.462,1583.973,741.221,1064.877,703.406,829.431,1499.422,940.061,882.056,834.166,1041.904,593.138,751.164
"Cgref1",229.624,235.366,160.521,1004.058,166.396,178.917,293.961,240.347,425.029,155.198,169.458,312.074,254.164,127.054,265.262
"Ch25h",11.524,11.642,31.239,34.014,19.295,4.614,8.777,8.552,24.152,3.164,19.607,0,21.721,8.985,4.384
"Chac1",174.866,219.967,134.762,206.131,149.382,82.155,190.608,190.918,219.588,153.308,130.066,169.388,217.752,153.035,274.264
"Chac2",61.884,79.802,74.81,92.693,56.739,72.076,71.913,62.714,91.829,70.285,85,81.622,79.986,52.283,83.249
"Chad",6.919,14.967,4.049,0,5.377,1.006,3.341,4.678,1.002,1.003,4.1,1.003,18.259,0,1.003
"Champ1",666.847,757.865,628.891,603.441,483.417,580.67,682.396,592.209,899.533,669.732,630.635,527.705,826.618,535.21,589.184
"Chat",32.156,30.69,1.004,0,2.816,4.04,2.859,4.02,30.984,5.529,11.143,28.571,29.948,0,1
"Chchd1",328.814,279.423,264.502,390.681,255.587,289.918,276.003,255.687,491.413,316.891,277.296,258.609,282.338,229.751,326.492
"Chchd10",5546.822,5351.259,4417.658,3326.368,4557.354,3551.928,5510.505,5927.719,6588.302,5529.97,5180.97,3746.428,7701.559,4461.98,7217.866
"Chchd2",7997.31,6911.384,6337.401,8233.539,6398.187,7858.48,7892.518,7916.274,10126.863,7292.212,6471.909,5996.421,9176.444,5508.83,9742.347
"Chchd4",491.988,489.821,417.55,678.621,463.352,495.605,510.694,479.674,708.854,454.723,371.808,597.119,499.283,319.535,520.415
"Chchd5",92.843,89.18,79.55,53.967,72.987,70.745,129.936,103.655,145.729,94.011,80.507,81.701,165.101,92.159,133.122
"Chd1l",131.835,190.709,152.105,193.639,127.091,127.528,156.03,137.854,147.348,140.971,140.3,119.535,142.609,149.086,99.987
"Chek2",11.747,18.858,4.401,7.165,9.948,14.167,8.286,8.318,26.811,5,13.392,10.909,6.363,15.125,10.129
"Cherp",1571.275,1665.65,1655.441,1471.045,1399.819,1055.605,1720.478,1863.137,1695.734,1700.88,1497.027,1133.133,2096.69,1382.495,1633.291
"Chga",6061.901,6349.265,3546.807,12522.894,3437.101,3404.074,5757.648,5001.618,9768.858,4607.99,4551.255,3834.919,6494.964,3611.857,4795.053
"Chgb",11246.547,15157.543,17715.833,13146.997,14559.806,15664.109,18883.11,14775.541,11254.289,20875.269,11570.607,15371.928,18299.87,12437.75,15923.324
"Chic2",238.157,295.479,162.503,290.662,182.648,214.239,173.456,173.717,277.71,174.524,244.134,169.064,303.003,141.937,234.636
"Chil4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chil6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chml",217.281,148.035,53.729,136.819,78.065,81.826,119.849,79.232,139.394,108.376,108.856,136.619,106.406,87.874,45.448
"Chmp1b",346.207,339.172,249.426,464.974,315.772,299.229,293.999,247.28,419.817,290.336,319.631,310.828,494.037,232.986,261.59
"Chmp1b2",634.904,674.559,460.434,596.991,428.705,725.894,603.831,560.861,929.775,600.105,579.857,719.596,659.119,378.507,507.538
"Chmp2a",1198.497,1438.949,1035.929,1785.275,1284.042,1183.025,1493.706,1239.169,1492.764,1259.62,1088.737,1168.859,1582.214,961.063,1493.299
"Chmp2b",421.586,595.384,488.856,756.623,510.256,611.179,613.757,535.038,499.198,671.662,396.331,645.298,567.488,383.412,560.955
"Chmp4c",0,7.638,7.113,4.008,6.976,1.001,2.003,0,7.779,10.244,10.17,4.252,5.387,3.089,2.32
"Chmp5",1039.876,1175.701,899.526,1037.287,930.901,937.124,1066.932,919.653,1216.828,919.808,952.19,924.291,1158.26,781.177,1046.934
"Chordc1",914.365,685.233,567.69,938.756,551.545,842.994,669.844,665.565,780.196,943.738,608.112,632.343,655.029,511.303,598.93
"Chp2",3.205,9.742,4.009,3.995,7.723,4.079,1.016,8.626,3.052,12.771,7.117,11.368,5.662,8.154,2.036
"Chrac1",134.421,129.574,100.591,170.161,145.043,182.913,143.555,127.887,185.751,116.133,166.428,100.971,195.115,86.075,145.58
"Chrm4",120.668,364.565,231.45,178.044,214.133,198.975,293.827,307.114,99.111,408.16,138.88,369.187,224.137,404.968,407.602
"Chrm5",18.943,24.098,32.863,31.948,21.367,43.936,21.946,31.889,128.868,6.895,20.437,32.115,41.809,18.239,28.851
"Chrna1",6.35,12.2,17.4,21.19,5.205,51.031,8.041,5.527,6.862,8.114,3.992,7.667,21.424,10.95,10.614
"Chrna10",1,0,1.003,1,1.903,4.945,1.006,4.092,0,1,3.037,4.279,8.63,0,0
"Chrna3",36.871,45.243,18.236,4.086,17.601,13.129,15.248,17.021,54.973,26.905,20.579,108.378,55.625,19.254,10.128
"Chrna7",579.536,638.816,542.054,574.908,346.753,526.552,430.615,450.914,603.423,336.872,425.909,350.446,730.21,317.13,494.14
"Chrnb2",1918.624,2199.02,1456.151,1405.52,1349.024,1314.932,2019.474,1728.484,2679.185,1663.936,1593.546,1530.257,2066.695,1358.872,1648.71
"Chrnb4",8.885,18.56,5.735,5.554,4.612,1.167,6.275,9.311,19.52,11.275,14.961,85.708,19.095,1.54,29.649
"Chst1",7157.657,8474.324,10559.824,10327.449,7785.283,9131.545,10655.03,11215.503,8740.632,11495.229,7330.318,7980.022,12352.562,7315.901,12376.643
"Chst11",1623.584,1647.966,1805.867,2474.502,1338.854,1884.323,1656.095,1511.228,2141.158,1371.998,1713.362,1136.423,2712.763,1042.728,1638.469
"Chst13",3.018,0,0,0,0,3.009,0,0,0,0,1,0,0,1.174,0
"Chst14",59.275,45.386,31.784,22.671,42.403,13.623,31.827,25.378,60.2,35.5,40.814,24.362,46.192,27.7,44.344
"Chst2",7202.914,6014.703,8074.894,8653.843,7119.165,6438.67,5928.877,7477.203,8071.48,7382.179,9554.828,4011.46,13945.639,6901.681,13252.773
"Chst5",27.21,33.992,13.395,25.082,9.097,15.518,13.087,23.725,30.907,14.54,32.132,7.115,30.011,6.777,13.844
"Chst7",86.009,81.187,71.384,50.058,84.125,19.301,43.146,83.874,119.933,53.205,105.327,40.852,130.426,33.659,94.864
"Chst8",741.016,1078.366,711.835,579.347,483.314,342.733,848.827,939.811,1009.587,520.516,743.806,688.279,938.375,669.746,1222.809
"Chsy3",194.104,309.74,223.05,294.108,186.396,167.47,207.467,336.82,222.245,257.43,176.209,312.656,263.228,352.55,260.136
"Churc1",28.17,20.062,14.462,12.452,22.791,7.18,13.543,21.075,18.724,23.77,14.343,18.664,18.974,5.236,22.548
"Ciao2a",178.171,217.587,178.482,245.671,169.489,217.2,187.178,187.905,255.315,237.917,191.383,159.675,315.99,155.021,210.789
"Cib2",489.287,447.392,242.115,178.643,293.906,256.381,433.017,338.073,749.092,330.363,472.406,305.306,484.833,241.601,441.477
"Cib3",0,0,0,5.822,0,0,0,0,0,0,0,0,0,0,0
"Cib4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cilp2",53.894,49.034,35.817,37.913,24.775,23.929,37.1,36.408,21.419,22.259,53.84,21.091,43.11,22.175,26.297
"Cimap1c",1,0,0,1.015,0,0,0,0,0,0.927,0,2.005,0,0,0
"Cimap1d",7.175,6.546,10.029,3.99,2.02,3.687,5.632,12.942,23.751,1.029,10.234,7.075,8.358,5.008,12.95
"Cimip1",0,0,0,0,0,1.001,0,0,0,0,0,0,0,0,0
"Cimip2a",0,1.006,0,1,1.001,2.039,0,1,0,0,0,2,0,1,1.931
"Cimip3",6.007,1.005,1,0,0,5.292,4.101,1,0,2.325,1,2.173,0,0,3
"Cimip5",19.004,25.693,19.08,15.472,38.13,71.461,30.836,54.515,201.155,26.402,64.826,46.743,80.573,43.587,90.784
"Cirop",0,1,0,1,0,0,0,1,0,0,1.001,0,0,0,0
"Ciroz",1,1,0,0,1,0,0,2,1.002,0,2.001,0,0,2.019,1
"Cisd1",1411.637,1757.536,1219.445,1215.55,1155.229,1303.521,1448.466,1435.156,1525.375,1466.64,1236.76,1419.946,1640.709,938.246,1564.254
"Cisd3",215.693,264.711,237.641,213.325,212.145,106.489,281.745,252.523,329.85,281.752,173.595,167.687,248.925,168.764,298.628
"Cish",68.52,78.931,41.969,60.94,55.433,45.285,50.679,62.12,118.153,42.738,98.873,51.853,124.622,71.732,100.828
"Cited4",71.199,100.431,67.269,3.318,103.632,32.076,62.06,102.878,134.325,148.158,71.704,90.211,91.005,132.703,85.191
"CK137956",6.101,17.396,8.301,18.68,7.411,10.471,17.541,24.093,24.164,12.558,4.044,16.104,10.469,11.947,11.587
"Ckap2",4.07,3,4.013,28.118,17.772,6.493,2.013,7.841,17.852,4.007,5.829,2.027,15.867,19.196,15.02
"Ckap2l",1.085,5.004,2.297,21.429,22.287,13.202,4.009,4.022,11.562,1.002,23.167,2.006,0,32.888,14.843
"Ckap4",614.568,650.716,469.699,776.332,515.848,417.17,576.483,456.203,842.978,495.688,491.106,506.93,713.584,415.079,666.649
"Ckb-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ckb-ps2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ckm",1.007,1.064,0,0,0,14.944,1.055,4.801,0.992,3.814,0,0,1.004,0,0
"Ckmt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cks1b",14.826,16.112,10.091,30.566,10,5.981,28.526,7.025,12.947,27.13,21.418,11.761,14.351,9.148,12.25
"Cks1brt",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cks2",6.255,7.835,3.095,6.781,8.776,9.856,7.67,6.278,10.173,10.902,5.588,5.047,6.133,8.217,5.46
"Clasrp",933.49,840.367,622.079,422.289,789.897,198.321,924.947,566.972,566.584,434.383,706.668,299.96,765.028,569.958,412.436
"Clca1",0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
"Clca4a",1.002,0,0,0,2.08,0,1,0,0,0,0,0,4.011,0,0
"Clca4b",0,0,0,0,0,0,1,0,0,0,0,1.003,0,0,0
"Cldn1",18.247,39.784,11.995,86.647,13.659,30.507,16.618,24.819,14.708,71.059,51.471,117.126,111.816,11.41,74.82
"Cldn11",6919.874,5439.479,4149.037,2468.542,6013.526,3539.525,3873.649,4203.468,7288.452,2385.76,8156.437,1442.114,8943.449,6534.879,3878.573
"Cldn13",0,0,0,0,0,0,0,0,1.001,0,0,0,0,0,0
"Cldn17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn2",19.022,7.668,11.419,35.755,48.026,69.506,16.263,71.37,6.563,148.189,127.402,162.424,412.884,4.96,249.35
"Cldn20",1.912,0,3.899,1.761,0.713,0,0,0,0,0,0,1.011,0,0,0
"Cldn22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn23",20.681,13.455,13.252,2.615,8.49,2.815,1.505,22.157,16.444,6.893,10.461,16.829,13.461,16.421,11.364
"Cldn24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn3",7.117,0,3.267,30.575,5.179,16.12,10.75,9.597,7.345,14.308,25.921,14.616,38.835,2.853,31.102
"Cldn34-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34b4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34c3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34c5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn34c6",0,0,1.113,0,0,0,0,0,0,0,0,1.109,0,0,0
"Cldn34d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cldn4",2,0,0,0,0,0,1.002,0,3.007,0,0,0,0,0,0
"Cldn5",2538.105,1937.784,1177.285,1103.479,1852.083,1303.432,1894.727,1818.043,2385.976,1312.888,2433.745,783.014,1908.334,1753.867,2277.945
"Cldn6",1,0,0,0,0,0,1.224,0,0,0,0,0,2.003,0,0
"Cldn8",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Cldn9",1.012,0,0,2.49,3.009,2.601,2.048,0,8.538,4.279,3.016,8.308,9.249,2,6.071
"Cldnd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec14a",79.81,117.404,33.994,30.877,89.296,50.549,60.444,69.186,112.99,58.376,154.876,37.617,50.146,29.616,21.062
"Clec2d",37.024,85.764,19.25,21.291,46.154,12.52,33.162,12.811,36.387,31.151,76.663,17.603,26.919,24.102,18.865
"Clec2e",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"Clec2f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec2h",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec2l",1052.954,1058.834,783.636,440.282,695.723,376.512,962.627,785.528,652.644,753.273,873.2,754.993,1297.251,618.582,966.471
"Clec2m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec3b",34.003,46.731,22.795,9.646,14.705,31.93,14.228,23.055,60.638,16.239,51.743,7.561,60.287,11.872,13.189
"Clec4a1",0,3.001,0,0,1.87,0,1.005,0,1.005,1,3.434,0,0,0,0
"Clec4a4",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Clec4b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clec4d",0,0,0,0,6.59,0,0,0,0,0,0,0,2,0,0
"Clec4f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clic4",3859.839,3086.627,1823.569,3812.953,2098.145,1984.799,2302.809,1992.235,4403.484,1503.937,3844.375,984.626,4162.791,2318.071,1504.523
"Clk3",882.098,992.699,779.157,679.144,839.13,518.303,890.006,705.153,1146.433,888.684,853.213,573.483,840.761,675.905,623.144
"Cln5",177.443,190.641,115.29,194.526,162.577,129.501,140.327,130.457,247.763,144.496,172.683,116.649,186.358,110.633,133.519
"Cln8",682.523,682.589,468.105,743.645,514.835,503.481,556.5,528.88,888.035,530.358,644.325,467.974,860.367,525.195,571.812
"Clns1a",1228.884,1333.245,988.693,1365.085,1081.574,1105.282,1219.341,1118.819,1317.169,1114.923,1104.796,1116.019,1427.98,875.417,1133.973
"Clpp",1305.765,1402.982,1027.534,1477.623,1089.122,751.951,1478.379,1174.944,1805.953,1074.76,1172.066,1052.332,1383.023,943.755,1610.541
"Clps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clpsl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clptm1l",2278.317,2502.44,2060.483,2869.498,2051.919,2469.592,2443.617,2391.2,3014.905,2210.432,2050.664,2168.142,2739.091,1863.095,2358.901
"Clrn2",0,5.652,4.675,1.002,2.106,1.838,1.001,2.015,0,8.712,1.047,4.374,2.017,1.798,4.523
"Clrn3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clxn",49.903,33.912,41.382,31.881,40.562,77.182,74.352,51.162,158.956,37.138,68.896,89.474,72.882,21.086,50.456
"Cma1",0,1.001,0,0,0,0,0,2.003,4,2.001,0,0,1.064,0,0
"Cma2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cmc4",4.633,0,21.612,0,7.676,0,0,3.081,1.05,9.283,0,0,5.909,8.437,0
"Cmpk1",711.26,820.833,563.233,977.071,644.801,856.806,794.22,631.648,886.398,654.147,653.636,902.093,767.761,503.269,594.176
"Cmpk2",463.068,551.543,418.5,379.39,656.288,297.04,440.354,447.611,998.375,485.674,484.246,380.27,641.387,345.478,389.562
"Cmss1",109.791,161.432,98.163,94.201,121.922,106.468,123.019,132.066,152.071,104.88,67.291,131.908,133.454,93.883,131.016
"Cmtm1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Cmtm2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cmtm2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cmtm3",157.016,152.748,130.647,208.127,177.231,81.445,122.772,119.247,246.663,133.584,163.657,72.005,227.528,139.554,145.119
"Cmtm4",2920.836,3732.36,2587.102,5749.269,2882.247,5014.028,3534.638,3925.193,5283.103,3350.99,2869.791,4359.316,3291.572,3042.803,3001.13
"Cmtm8",15.482,20.146,15.133,8.822,12.026,11.074,8.219,20.864,21.186,11.137,24.046,29.495,28.686,12.037,35.024
"Cmtr2",54.594,108.224,79.351,74.283,78.372,87.314,78.069,66.194,143.28,44.434,63.619,92.798,96.756,49.748,63.375
"Cmya5",59.843,79.672,62.949,77.729,72.737,52.214,62.395,44.871,19.9,66.318,52.825,64.981,83.417,94.987,68.201
"Cnbd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cnga2",0,0,0,0,2.002,0,1,2.004,1.001,1.008,0,0,0,2.001,0
"Cnga4",19.344,11.076,9.29,10.221,9.14,7.769,5.994,20.124,11.694,11.652,6.693,9.249,11.181,3.08,16.078
"Cngb3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cnih2",8459.012,8890.221,14672.981,9130.407,8572.163,10937.866,12777.168,13728.286,8701.662,11618.338,8909.832,7688.583,17818.008,8233.508,19141.162
"Cnn1",17.366,34.696,16.175,3.023,28.582,3.019,9.479,5.763,18.802,3.002,19.53,2.13,16.38,3.95,2.699
"Cnot10",699.16,888.292,721.802,695.702,780.989,554.189,818.207,656.105,964.339,577.916,640.842,590.611,754.128,494.335,602.881
"Cnpy2",732.133,1071.439,789.832,727.971,770.432,625.407,802.94,846.665,1424.762,743.164,734.459,786.665,1130.172,655.514,1045.865
"Cnr1",2198.96,3002.157,3138.438,4071.602,2488.247,4692.892,2500.671,3391.087,2528.508,2621.839,2290.827,3578.385,3081.06,1995.413,2971.826
"Cnrip1",840.191,1042.5,999.416,1133.398,790.434,983.111,1228.224,1190.748,1043.645,1106.84,894.898,1338.994,1287.242,741.194,1302.713
"Cnst",1054.317,1173.552,757.976,904.876,821.405,766.904,984.192,839.595,1089.163,1151.865,896.466,1035.72,1316.313,783.113,800.147
"Cntd1",1.181,9.635,2.84,0,4.78,1.049,0,3.919,5.922,2.414,4.411,5.084,2.167,6.243,2.808
"Cntf",1.401,0,0,5.878,0,2.916,2.321,0,27.601,0,14.029,2.094,17.363,1.125,34.277
"Cntnap1",8425.948,9621.751,7350.786,4994.814,6095.446,5940.641,7594.592,7610.345,7250.066,8719.658,7398.322,5577.563,10275.553,6241.299,6447.332
"Cntnap3",57.81,71.508,70.606,77.588,45.912,89.242,62.132,87.584,67.118,121.27,46.099,211.136,67.814,55.257,104.671
"Cntnap5a",560.421,505.477,328.285,464.558,291.066,558.198,529.996,411.368,668.369,578.885,386.724,679.896,497.126,261.885,242.495
"Cntnap5c",105.588,111.542,112.989,76.934,90.578,131.166,117.183,96.231,54.105,76.096,124.785,73.871,108.812,66.637,57.757
"Coa3",1473.383,1575.452,1210.574,1473.681,1457.832,1334.892,1737.246,1623.575,1947.723,1448.803,1303.371,1408.02,1752.913,1029.654,1722.235
"Coa4",36.04,43.588,40.345,30.015,34.338,17.558,35.81,19.713,60.752,37.859,25.37,25.751,33.358,29.72,35.59
"Coa5",1147.199,1374.315,1099.328,1687.304,1074.871,1459.331,1229.125,1092.913,1743.651,1265.368,1177.784,1246.084,1308.717,942.563,1053.572
"Coa6",263.872,161.13,193.256,290.672,184.175,230.253,241.329,225.97,232.766,227.622,207.474,158.105,220.821,137.4,241.732
"Cog5",478.074,674.006,627.932,563.055,446.732,717.412,509.501,473.719,572.979,527.211,474.838,506.599,682.368,421.771,491.352
"Col10a1",0,2.576,2,0,0,0,5.816,2.007,0,0,2,3.041,0,3.502,0
"Col24a1",13.237,2.006,2.001,0,9.454,0,7.025,4.01,2.003,7.328,9.92,3.02,2.077,5.625,2.009
"Col28a1",2.219,2.014,0,9.492,0,0,8.786,2.155,1.023,2.45,1.045,1.003,0,1.004,1.001
"Col4a3",8.088,3.798,1,1.033,9.031,4.17,7.22,6.019,6.753,9.113,13.105,14.021,10.004,4.032,17.178
"Col5a3",46.565,27.631,35.996,274.539,74.264,25.392,40.257,33.081,57.402,26.81,22.169,12.068,33.814,32.171,37.795
"Col6a1",248.797,188.402,140.528,489.898,592.723,154.612,289.827,285.036,106.803,207.931,265.652,105.602,271.027,129.366,83.312
"Col8a1",59.458,37.401,27.004,30.864,86.144,88.537,21.115,99.639,70.496,205.216,220.392,178.25,355.845,28.877,302.875
"Col8a2",104.619,73.791,46.311,10.624,111.033,195.473,49.775,124.49,241.68,189.42,354.912,163.819,600.266,54.239,382.44
"Col9a2",236.347,207.792,98.259,39.195,88.122,41.182,98.697,98.474,355.872,93.535,253.865,109.837,182.329,74.537,76.163
"Colec10",1.001,0,0,0,0,0,0,0,0,0,0,1.001,0,0,0
"Colec11",4.598,8.7,8.145,1.871,3.317,7.043,4.053,4.576,14.452,6.803,5.841,4.148,6.141,7.045,12.576
"Commd5",246.986,237.749,228.267,169.141,209.068,149.09,282.072,218.306,274.16,208.274,235.502,173.15,273.373,171.987,323.489
"Copb2",1816.66,1870.15,1503.672,2760.549,1608.754,1994.498,1865.059,1627.833,2310.463,1697.334,1480.16,1819.623,2003.613,1203.406,1596.124
"Coprs",623.589,705.484,300.486,430.823,346.47,363.918,558.385,456.993,963.809,423.744,465.951,455.418,580.438,291.702,587.839
"Coq10a",412.497,561.797,455.729,508.753,405.976,359.506,527.27,458.132,520.75,440.392,448.805,418.905,512.385,413.641,426.616
"Coq2",1415.208,1846.072,1380.242,1437.557,1300.543,1558.372,1742.841,1521.606,1581.323,1705.464,1380.063,1285.049,1826.863,1211.223,1643.804
"Coq3",176.124,257.932,132.696,271.003,154.421,206.034,207.374,226.822,298.544,220.884,144.409,236.105,178.371,126.899,229.705
"Cort",59.607,100.896,52.225,15.21,39.649,70.327,73.531,77.785,8.216,74.263,32.548,89.898,113.252,114.169,106.248
"Cox10",385.287,575.407,412.602,359.566,356.669,265.761,498.002,447.986,366.464,486.777,336.199,407.331,605.506,406.17,559.054
"Cox14",1512.75,1384.35,1050.024,1224.396,1312.613,1000.545,1303.418,1251.416,1299.797,1341.194,993.817,951.146,1680.989,850.553,1540.668
"Cox16",100.217,149.579,132.712,95.16,110.062,121.8,158.385,86.528,198.965,124.829,144.35,125.373,157.992,82.539,112.366
"Cox20",128.491,125.507,74.282,64.64,85.714,99.911,127.893,82.716,84.964,89.614,105.918,113.798,154.498,78.553,108.269
"Cox5a",1894.78,2239.692,1517.444,1986.542,1586.953,1537.837,2202.444,1558.679,1852.338,1881.027,1525.876,1950.202,2128.37,1284.665,1775.561
"Cox5b-ps",0,0,1.459,0,0,0,0,1.148,0,0,0,0,1.393,0,0
"Cox6a2",87.27,128.338,78.432,28.677,70.816,47.06,149.991,57.536,66.436,79.445,64.448,85.266,87.795,87.443,87.672
"Cox6b1",2473.883,3622.747,2374.353,2445.247,2896.649,2451.4,3462.929,2710.539,2888.717,2949.56,2290.126,3114.365,3244.683,2048.708,3373.593
"Cox7a1",31.628,53.808,18.682,14.917,32.402,17.167,24.975,9.119,26.252,21.693,38.67,12.094,39.218,3.585,41.457
"Cox7a2",1671.413,1774.584,1424.099,1901.972,1750.325,1730.431,2285.517,1536.839,1791.558,1720.429,1516.473,1862.674,1891.15,1150.043,1753.996
"Cox7b",1646.724,1631.115,1185.763,1327.582,1447.536,1412.052,1912.302,1168.806,1678.382,1794.92,1454.219,1609.517,1727.708,1137.036,1533.362
"Cox8a",7567.876,10483.15,8426.866,8224.951,8746.681,8117.173,10898.393,9669.535,7803.829,10412.875,7071.782,10136.186,11411.86,7560.893,11396.007
"Cox8c",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpa1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpa3",0,0,0,0,0,0,0,3.003,0,0,0,0,0,0,0
"Cpa4",0,3,3.002,2.321,0,0,0,0,7.681,0,0,0,3,2.006,1.002
"Cpap",36.954,28.297,12.291,17.417,20.933,14.51,19.76,19.55,33.17,17.263,21.795,26.132,28.811,10.56,14.297
"Cpb1",2.652,3.157,1,0,1,1.001,0,5.025,0,0,6.008,1,1,0,0
"Cpd",2326.899,2047.859,1512.43,2249.535,1593.543,2687.201,1935.532,1833.02,2341.062,1648.902,2178.551,1592.25,2514.934,1499.907,1409.04
"Cpe",105144.686,110713.927,105478.454,128174.77,100645.778,117841.255,122004.136,133373.783,126511.319,107454.835,119002.737,103717.191,152104.566,89839.739,149430.924
"Cphx1",1,0,0,0,0,0,0,0,0,0,0,0,2.021,0,0
"Cplane1",615.851,668.208,422.655,496.737,455.621,439.773,532.687,463.946,715.003,529.428,429.339,386.477,566.507,357.575,402.914
"Cplane2",37.03,43.315,26.148,38.708,19.663,14.674,24.422,20.797,44.03,27.629,25.119,12.801,50.442,35.691,25.209
"Cplx2",35790.578,41157.719,43301.279,40718.964,36790.714,48662.454,53895.364,47025.437,22961.779,46330.551,36415.668,35034.92,53355.912,28956.865,51674.126
"Cplx4",1,0,0,0,1,0,2,2.452,1,0,2.011,3.457,0,0,0
"Cpn1",6.772,0,1.107,2.024,4.081,4.109,4,0.973,28.109,4.054,17.462,4.057,38.299,0,13.989
"Cpne3",206.832,197.101,160.708,231.051,192.637,191.993,115.249,149.643,334.427,143.075,265.682,125.688,243.419,151.015,125.313
"Cpox",1585.496,1307.759,1156.462,1331.68,1063.572,1274.872,1363.994,1247.394,1519.661,1109.098,1525.742,906.651,1713.368,1030.723,1132.637
"Cps1",4.015,2.975,1,3.769,1.984,3.05,5.168,6.195,4.246,4.012,1.001,1.312,4.554,1.003,0
"Cpsf1",1409.469,1549.596,1405.748,1240.5,1268.742,858.079,1417.322,1396.571,1751.544,1259.978,1269.786,1071.554,1508.953,1210.05,1380.18
"Cpsf7",1245.993,1307.367,1041.887,1382.979,1155.264,1037.057,1258.631,1129.462,1330.108,1073.682,985.691,1064.977,1270.89,831.646,883.131
"Cpt1a",696.377,804.725,532.136,467.125,680.052,510.928,497.296,513.408,916.65,563.891,888.395,460.548,950.267,576.893,668.348
"Cpt1b",28.42,20.249,7.035,5.641,1.378,8.141,2.005,8.938,0,1,6.476,15.598,6.872,0,15.878
"Cpvl",0,0,0,0,0,0,0,1.002,0,0,0,0,1,2,0
"Cpxcr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpxm1",115.284,117.878,83.077,81.201,72.319,88.456,70.54,111.25,168.614,76.564,146.95,71.458,138.265,64.99,99.728
"Cpz",1.002,7.034,0,1.001,3.944,3.309,2.002,1.008,5.052,0,3.001,2.047,3.188,1.023,2.004
"Crabp1",6.274,4.132,6.078,3.514,4.277,18.118,2.863,5.842,184.169,3.027,7.008,4.743,13.669,1.032,6.205
"Crabp2",40.116,37.639,25.437,142.723,10.595,7.599,24.335,38.386,13.109,7.41,68.486,14.275,32.67,8.337,6.416
